title,url,price,,add
长寿苑17号院 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2000,"http://pic6.58cdn.com.cn/dwater/fang/big/n_v2f50da838303d4c4b92ae12b295a0abfb.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=6f4aac97b8b890541123ba484cdc3839&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v2e1341dc61a1644ec94d611ddc91b7b64.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=e72b58be69c1246174cda29cb5d5da9b&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v2720087be92b941aa93c73f351454fb0f.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=35db9d8b61d60e74c1ab4c83bdcdd351&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v228d5e0ef32a14650bc69dd8410183945.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=2d4aec7c4b87d435c2ec07f61eed5743&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v25464b6acb19945109a2369461c0358dc.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=e62da6fa4c32147544a456deded449a0&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v26c6f85de788b400dbed6b765c4fc6b0f.jpg?wt=%40%E5%88%98%E5%BB%BA%E8%8B%B1%E5%A5%B3%E5%A3%AB&amp;ws=f3c534abe9693e5798242ac93002af22&amp;w=696&amp;h=522&amp;crop=1",火车南站东路17号
保利中心旁棕南棕北精装优质套三，交通便利 价格便宜 有钥匙,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic3.58cdn.com.cn/anjuke_58/0ac56c077ce0fb4e433194923fb7aca2?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/587debb7c8e63a3ddd5f60b6e1108c04?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/05569af6b000aaa7d03feb89bc28fe8d?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/be9cc442ab9e359b579f53404b5db44d?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/a04ce32fdbd00db0f21dc7d00883e21f?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/6438be6d1fc2b47576e74edfe8cff0d9?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/d1aafb5f5c330c63441e71fec087acb4?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/f195015dfac02e8f2d191125d083d494?w=696&amp;h=522&amp;crop=1",棕南西街5号
川大科华北路力宝大厦 棕南正街 大套三出行方便价钱便宜随时看,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic7.58cdn.com.cn/anjuke_58/702e101222eb744546643262166cafa1?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/695601a3d4a675890be005fdf45a01c4?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/060a2f354d52e66c2637ca0954b45b74?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/316c8c9836f604861ac49ec2d8bb6cc5?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/fa188cdde2f2841df54df50ecb631d1b?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/424be01413e224c8eb859eb501259765?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/ee440717ba71401d5fbecdccf2a5078d?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/a53bfafb208f42c70a713c595dfba68a?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/85573a20613709367ed7398d3c0e1abf?w=696&amp;h=522&amp;crop=1",棕南正街8号
南锦公寓 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic7.58cdn.com.cn/dwater/fang/big/n_v2bc08203f0cd44e4982d5f6287c344614.jpg?wt=%40%E9%AB%98%E5%A5%B3%E5%A3%AB&amp;ws=247c1a2b83a64986b7befad98a15b94f&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v2eea8765247d347879467eec586d1ef38.jpg?wt=%40%E9%AB%98%E5%A5%B3%E5%A3%AB&amp;ws=2a612490030c42dd0d6fa9170d5ebba4&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v28d3934ed0b02450eaa3320c7e3ccaf4a.jpg?wt=%40%E9%AB%98%E5%A5%B3%E5%A3%AB&amp;ws=c81c4d35d89010ac0a0a3f6c6e2ec1cf&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v272e9160346d84a9a81c25086afcad6dc.jpg?wt=%40%E9%AB%98%E5%A5%B3%E5%A3%AB&amp;ws=8aeb7147fdf5b562f9741a6eefceb4e9&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v22de49b690d7b4fa7a2bdfae8c03128fe.jpg?wt=%40%E9%AB%98%E5%A5%B3%E5%A3%AB&amp;ws=be5a3e36981244da1ee623c5dcf0b71d&amp;w=696&amp;h=522&amp;crop=1",芳华街51号
成科路5号院 3室1厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic7.58cdn.com.cn/dwater/fang/big/n_v2b3195d3dd621476585d7ebff9cca4a14.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=187df8922da18f90c62339ce684981d0&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v2b83ddb4ec734458f91f61b7f21d2147f.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=1697f615b5ad1bdedfb28e73a49e39e7&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v2c32adb93c2014b2cbb29d90572fa21ef.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=e7ed6b00291cd583c5ee055df85c4903&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v245d2691d10704500931abcc39dce2ff6.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=682362c7c7e7a08a873e61e15d6b0f50&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v2288a8411fab44afdb01fc148131896d1.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=2cfed320bd1ef5ebd359849db99cbcb6&amp;w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/dwater/fang/big/n_v20948d3cc6d01496b9e886b1b41a907d3.jpg?wt=%40%E5%BC%A0%E4%B9%90%E5%A5%B3%E5%A3%AB&amp;ws=2ce20c5134e6980d8b09652a22111146&amp;w=696&amp;h=522&amp;crop=1",成科路5号
南站社区12号院小区 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,650,,火车南站西路12号
玉洁巷6号院 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,380,"http://pic1.58cdn.com.cn/dwater/fang/big/n_v233576b1742b547b2b20c921459816482.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=484d0cc7d29451303f8802d6154d7a3d&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v20fbb11a2c4f7423f8d26b44776665565.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=8b854a504a70b12c9e533b3991799089&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v23280c9b414a94bf098688459d4b26ce7.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=e1fcbabee064c2cb19586767b46e1b33&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v2d61d2abf20b4433f841dd2b0a4e76f19.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=0141ab957bbcccc91a86efd6749f2de6&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v2df006bd398f04ebbb22024e1981588ff.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=e89f23e9f912faa1a29bfcd4c929c72c&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v253e8f895b202423384febb2d3d82b69b.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=ca780963cf423a3e35a6add1525c70e7&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v2c1addeea35324a64b9c5d1ade4bdcc80.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=276742c17b4fd14de1614520078bcbda&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v2eb710dab7bb44e35a9d46132676fb269.jpg?wt=%40%E4%B9%94%E5%85%88%E7%94%9F&amp;ws=461bf2f776ec1efa698e6b3dd603546c&amp;w=696&amp;h=522&amp;crop=1",玉洁巷6号
武侯棕南棕北保利中心人民南路倪家桥地铁口套三精装 家具齐全急,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic7.58cdn.com.cn/anjuke_58/3a36f21bed33999e8bf5325dcb5810d8?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/25336989ea34efba63251cd12ae3f78b?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/0b93b90ce98d1bb5ce31347ca4885251?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/1c2f4bcde6e0cd06764a52b8e10d5cf0?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/7e5ba80b0e4aa26c34558e79bc271e06?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/bfc4304833ab455e24d1fd55e3774dc5?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/246c998a503e613eab590413450ff505?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/0397c330e9876e0e9d711fad467a08c8?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/afdec15b82fb52da2829a241efd75c5d?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/231653106b3d665a9798f702c4bc6c0b?w=696&amp;h=522&amp;crop=1",领事馆路10号
锦苑 3室0厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic3.58cdn.com.cn/dwater/fang/big/n_v2d980300401e6429ab7ca55312952722b.jpg?wt=%40%E4%BD%95%E5%A5%B3%E5%A3%AB&amp;ws=38c813515663d090a4b52218d0f36267&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v21695984b86274edfb6c6d28055b7b738.jpg?wt=%40%E4%BD%95%E5%A5%B3%E5%A3%AB&amp;ws=024f2e7b5c57f131e86109be8efc5b2b&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v2c43aa6084a164f6f8e605fba4a8a8fa8.jpg?wt=%40%E4%BD%95%E5%A5%B3%E5%A3%AB&amp;ws=b4492c647fddc7e5627a5f09b8b85250&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v24d1ed5b0b2e94c07833d7de09a1a8c3b.jpg?wt=%40%E4%BD%95%E5%A5%B3%E5%A3%AB&amp;ws=b7c24b4fb34387c281c7f1c1ddb315da&amp;w=696&amp;h=522&amp;crop=1",锦绣街7号
棕南正街9号院 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic7.58cdn.com.cn/p1/big/n_v1bj3gzr4n2mzvqvztsmja.jpg?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/p1/big/n_v1bj3gzsgi2mzvqvlyqamq.jpg?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/p1/big/n_v1bj3gzsgk2mzvrgae5zga.jpg?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/p1/big/n_v1bl2lwkhj2mzvqjw3qieq.jpg?w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/p1/big/n_v1bj3gzshi2mzvrrpfmu5q.jpg?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/p1/big/n_v1bl2lwxv22mzvqjzdfrbq.jpg?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/p1/big/n_v1bkuyfvo42mzvr6aokena.jpg?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/p1/big/n_v1bkuyfvjr2uzvq3r2ir4q.jpg?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/p1/big/n_v1bl2lwkk22uzvrsztirmq.jpg?w=696&amp;h=522&amp;crop=1",棕南正街9号
地铁口精装套三，领包入住,http://cd.58.com/zufang/32866772972223x.shtml,2400,"http://pic6.58cdn.com.cn/anjuke_58/25e0541f722b9a96b8809515d1b1fc25?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/cdf65d24f4dd72182708ffcb7a794569?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/d7ab0e1d1de285cbdb3ae18c31730e50?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/0374d382aba1c8c622d4e7d74dd779f4?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/1793fadfa5747461d4ee0fe237429629?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/9f84bdf7f3c3efa9b8e84ec4b73aa005?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/567758d9f3f04ce9d12bba1c94c6d3ef?w=696&amp;h=522&amp;crop=1",棕南西街5号
玉林南路12号院 3室1厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic2.58cdn.com.cn/dwater/fang/big/n_v225bb0e76167a43d98d00a3b6d54e8c87.jpg?wt=%40%E9%99%88%E5%A7%90%E5%A5%B3%E5%A3%AB&amp;ws=80d8b82d93761be255f2d7d5efc676ec&amp;w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/dwater/fang/big/n_v28f069a5149f14646ab5c9a4c058e7216.jpg?wt=%40%E9%99%88%E5%A7%90%E5%A5%B3%E5%A3%AB&amp;ws=bb20b8c87bce20068a83a90f8fd29235&amp;w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/dwater/fang/big/n_v2bd5782ad0c294c20b656145fc52f6fa5.jpg?wt=%40%E9%99%88%E5%A7%90%E5%A5%B3%E5%A3%AB&amp;ws=72e9ef2e91368ec80fd82a4a2b1ba0b0&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v23f83f43ddf0744b08eb1da391eba5131.jpg?wt=%40%E9%99%88%E5%A7%90%E5%A5%B3%E5%A3%AB&amp;ws=a113e92bdc5aee6f8dbd7bf7bd84ba7b&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v25fc71196a78448d2b9b67e54e6c58c9c.jpg?wt=%40%E9%99%88%E5%A7%90%E5%A5%B3%E5%A3%AB&amp;ws=11e107cf0038355038e61f3c59b33b70&amp;w=696&amp;h=522&amp;crop=1",玉林南路12号
江南岸 3室1厅2卫,http://cd.58.com/zufang/32866772972223x.shtml,1200,"http://pic8.58cdn.com.cn/dwater/fang/big/n_v270e87fce154b4930a90bbd2f8607e20b.jpg?wt=%40%E9%83%91%E7%BA%A2%E5%85%88%E7%94%9F&amp;ws=6944071ceb02011f50d5dc2ab55c7544&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v2abd0eb2fc141489fb58cfb60920d125b.jpg?wt=%40%E9%83%91%E7%BA%A2%E5%85%88%E7%94%9F&amp;ws=f0ab37cc97376b5dd982b317e86bf331&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v22ed29d36fcab4e368003df058607e19a.jpg?wt=%40%E9%83%91%E7%BA%A2%E5%85%88%E7%94%9F&amp;ws=99628e760b693a2787d035f97ff2e74b&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v2676325f6d782441fab25058cc79b9ebd.jpg?wt=%40%E9%83%91%E7%BA%A2%E5%85%88%E7%94%9F&amp;ws=91ee76eb4a5425bf1a6febd5ae079d1c&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v29d9dd78ad07045898096da375cec81b0.jpg?wt=%40%E9%83%91%E7%BA%A2%E5%85%88%E7%94%9F&amp;ws=63296f14876dbdfd5de0670451f6405d&amp;w=696&amp;h=522&amp;crop=1",益州大道北段7号
锦苑 3室2厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2300,"http://pic1.58cdn.com.cn/dwater/fang/big/n_v2363a353c2fd742a585be6614b77e8406.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=70400bc49411814453832046871f2f8c&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v2c4b0e07adb374d02830509b8e5eaf0a3.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=b256e636d9f4dfff7ff94bc861c7012e&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v24f332f053e0140e9aac9e9b91385ecd0.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=6424b5eccc48a6a9a77616285a891221&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v209d5628b7359493994261383c576cc79.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=4a0786431cc4d3891a283a87627a8746&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v2264875fe05b545baa3efa792063e4eaf.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=1281bd203379762cd6f0210675fbaee9&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v26fc6431c0e334dbe89d2df0b519f3b1e.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=2b5227625fab25fdaf20db9b8e7e0153&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v24e36865109b448a28ee4d4e4184515bf.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=a860f454da037bfcd289d76864a38199&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v2172d144b0c5f44578c647a489af49b61.jpg?wt=%40%E5%BC%A0%E4%B8%9C%E5%85%88%E7%94%9F&amp;ws=14b35691ff75807f8f3cf338ede527a0&amp;w=696&amp;h=522&amp;crop=1",锦绣街7号
锦苑 3室1厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2100,"http://pic2.58cdn.com.cn/dwater/fang/big/n_v2e08d7238e6e24189828a4fea5aa01c6f.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=88efafc719f094d82d307c43dba60290&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v22e5d8c0441974c79874b6364ad9cb8de.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=1eec32c1a0015400102243c01181403b&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v22ac22e9d30c94415be875a30de481f90.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=deff40e9980cddab4538af1df8b471eb&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v25fbc15721798449ca2f10277ffe99288.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=d0c40203e862e349cef32cc793378bcf&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v299f6c2fd8fb940a0a0d7924c359ee951.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=4bd47122a2d4e8a98c254c83616f62b7&amp;w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/dwater/fang/big/n_v2f0bc6ac27b5146c3ba72fc8de3f6162a.jpg?wt=%40%E9%9F%A9%E5%BF%97%E5%B9%B3%E5%85%88%E7%94%9F&amp;ws=6793c92fa54ad423a32ae8a5459676ec&amp;w=696&amp;h=522&amp;crop=1",锦绣街7号
高攀西巷5号院 3室2厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2500,http://pic1.58cdn.com.cn/dwater/fang/big/n_v2f0a1b8cbc84e4883b96762a9145480b7.jpg?wt=%40%E4%BC%8D%E5%85%88%E7%94%9F&amp;ws=0e905c71c0e9ebb7b404c9f464bcf1a7&amp;w=696&amp;h=522&amp;crop=1,高攀西巷5号
南延新苑 3室1厅2卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,900,"http://pic8.58cdn.com.cn/dwater/fang/big/n_v2e797ec3d53d4466993700808744eb7a8.jpg?wt=%40%E6%9D%A8%E6%B5%A9%E5%85%88%E7%94%9F&amp;ws=d357f3e8d0f0ccdf7818ead1a6721797&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v22277347050aa42cd90f83b8d2c74777d.jpg?wt=%40%E6%9D%A8%E6%B5%A9%E5%85%88%E7%94%9F&amp;ws=b10b69068316be87aa1180273dd41885&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v255890499599c4b81b1d9eae7e6d247fc.jpg?wt=%40%E6%9D%A8%E6%B5%A9%E5%85%88%E7%94%9F&amp;ws=693d921427fc46408f4b87e5a9486e46&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v2975b994a263b4046b691625ca9590fc8.jpg?wt=%40%E6%9D%A8%E6%B5%A9%E5%85%88%E7%94%9F&amp;ws=3ab7f9cda3476aa282cac4c63af03d45&amp;w=696&amp;h=522&amp;crop=1",天和东路180号
棕竹苑三幢 3室2厅2卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2300,,二环路南一段7号
化八院 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2000,,玉洁东街2号
东苑B区 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2300,,金桂路238号
成都有机硅研究中心宿舍 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,700,"http://pic8.58cdn.com.cn/dwater/fang/big/n_v27930d6d22ebc4b34a5784b2188bf4d6f.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=b30a68b023b8375e14278648e5efe065&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v2589ece86a9a3427081230e26997a1520.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=d80b46900912632eae50645c004fa541&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v22eb91a026df641b080fe62a54ab186f9.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=d68e77807f7738889ae15782a57fae97&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v240a689e2c4b34317a1510ccd3c87ecf8.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=2522a4bd5716740466bc6855b013772b&amp;w=696&amp;h=522&amp;crop=1",倪家桥路7号
棕南戊区 3室2厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2400,,棕南西街1号
南铁新居 3室2厅1卫,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic8.58cdn.com.cn/dwater/fang/big/n_v22ad958d60ad04da4a40bfb3249ac288c.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=62c7757f85419b7b5fdf99ca573fc03a&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v23bf277b039df4f3eb0502bf571403bc0.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=261ecae2183491d3a05ffc98544f1cbd&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v2bb56c64191c94f5686c2c66e5cd8b6f6.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=fd4d82760c8fa19b0b86737f9ba256c2&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v256ff202873814a4284c24b6a4c58d214.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=0e542b5420e98e02f9061d41a76704fe&amp;w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/dwater/fang/big/n_v275ce5241918e483eaca5363a14f06689.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=55748c60c9647890367a48a30695c313&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v2a7d368cfd48e48dd8f83312a00d9d107.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=d529fc46e4d382bfc22ac3f844eb7510&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v28459815b496a4b8384638770c069e411.jpg?wt=%40%E5%B0%8F%E5%BC%A0&amp;ws=b771a731ce9fd0bf58c6faeb26b3e85c&amp;w=696&amp;h=522&amp;crop=1",天仁北二街4号
